RG,SG,Series,Barcode,Date,Caption,General Description,Item,Ordered By,Owber,Colored,Height,Width,Pub/Printer,Condition
1325,000,231,508329,09/09/1969,Public Meeting on Master Plan for Killen's Pond,Meeting on the proposed development plan for the recreational facilities at State Park,,,,FALSE,11,8.5,,Good
1325,000,231,508329,09/11/1847,$4000! Lottery for the Benefit of Sussex County,Gives break down of prizes and ticket combinations,,,,FALSE,10.75,5,,Wrinkled
1325,000,231,508329,06/29/1860,"Wood, Eddy and Co's Lotteries!",Lottery for the benefit of the State of Delaware,,,,FALSE,14,8.5,Lewisson and Co,
1325,000,231,508329,11/10/1925,The Colors of the American Flag,Written by retired Admiral P. F. Harrington,,,,FALSE,9,5.5,,Edges deteriorating
1325,000,231,508329,c 1954,A Message of Importance to the Taxpayers of the City of Dover,Vote for approval of bonds for improvements to the city,,,,FALSE,24,18,,Some damage from folding
1325,000,231,508329,1880,List of Colored Persons Convicted of Felony from 1866 - 1880,Approximately 157 names listed,,,,FALSE,10.5,8,,"Folding damage, written on"
1325,000,231,508329,06/30/1824,"Rangers, Fence Viewers",List of Rangers and Fence Views in the Hundreds of New Castle County,,,,FALSE,13.25,8,Robert Porter,Good
1325,000,231,508329,01/27/1835,Causes for Trial and Argument,"List of cases being presented to the Honorable Kensey Johns Jr., Chancellor",,,,FALSE,8.25,13,,Good
1325,000,231,508329,10/17/1864,To The lawful Voters of Delaware,Proclamation from Governor Bramlette of Kentucky regarding Martial Law,,,,FALSE,12,6.5,,Good
1325,000,231,508330,c 1801,"I Abner Dill, at Milford",Witnesses discuss the religious opinions of candidates for Governor,,,,FALSE,9,8,,Good
1325,000,231,508330,,The Tables Turned! Where were you born!,A list of important Delaware Officials who were not born here,,,,FALSE,13,6,,Good
1325,000,231,508330,10/01/1804,To the People,"Considerable noise having been made about Democratic Republican candidate for Governor Joseph Haslett, relative to the sale of certain persons of color.",,,,FALSE,13,8,,Damage from folding and torn edges
1325,000,231,508330,05/18/1804,To the Patrons of the Republican Advocate,Payment of subscription to paper. Opinion on current state of the Press in society,,,,FALSE,12.5,7.5,,"Torn edges, water damage"
1325,000,231,508330,09/27/1808,To the Democratic Republicans of Christiana Hundred,The Committee's position on an embargo and the state of the party,,,,FALSE,20.5,8.5,,"Very poor, lots of tears"
1325,000,231,508330,09/29/1806,To the Electors of New Castle County,"An ""Independent Voter"" offers his objection to a bridge across the Christiana",,,,FALSE,19,15,,tears from folding
1325,000,231,508330,09/23/1802,Circular,Endorsing candidates for upcoming elections in Frederick County,,,,FALSE,16,10,,"Poor, discoloration, damage from folding"
1325,000,231,508330,,To the Republicans of Christiana Hundred,T. Perkins announces the names that will be placed on his ticket as delegates for the Christiana Hundred,,,,FALSE,7,8.5,,"Moisture damage, bad edges"
1325,000,231,508330,09/06/1806,At an Adjourned Meeting of the Amicable Conferees of New Castle County at Red-Lion Inn,Discussion of how to strengthen Republican Interest in New Castle County,,,,FALSE,10.5,8.5,"James Wilson, Market Street, Wilmington",Damages to edges
1325,000,231,508330,05/11/1816,"Delaware Republican, Extra, President's Message",Reprinting President James Polk's message to the Congress regarding the War Bill,,,,FALSE,23.5,12.5,,"Lot of damage to edges, and tears from folding"
1325,000,231,508330,06/23/1840,To the People of Christiana Hundred,"The undersigned committee of Democratic Republican Citizens gives general news, urges vote for Wm. Henry Harrison for President",,,,FALSE,22.5,12.5,,Damage from folding
1325,000,231,508330,02/06/1837,"Public Meeting, on Saturday the 11th",Meeting to re-asserted fixed determination regarding the question of where courts of justice will be located,,,,FALSE,16,10.5,,"Poor, lots of damage"
1325,000,231,508330,post civil war,To the White Men of Delaware,"Wants to warn fellow white men that the negro race is trying to take over Delaware signed by ""Clericus""",,,,FALSE,13.5,10,,"Very poor, large tears from folding"
1325,000,231,508330,01/19/1953,City Election,The Publicity Committee of the Citizens Group endorsing candidates for Council,,,,FALSE,11,8,,Good
1325,000,231,508330,10/1844,To the Public,Statements for Stephen and Theophilus A. Redden and John Hopkins denouncing William Tharp,,,,FALSE,12,9,,Lots of damage to edges
1325,000,231,508330,01/21/1952,City Election,Publicity Committee endorsements for Mayoral and Council Candidates,,,,FALSE,9.5,7,,Good except for one tear
1325,000,231,508330,07/24/1876,To The Democratic Voters of New Castle County,"Written by Samuel Townsend, accuses leading Democratics of self interest politics and denying votes to their own party members",,,,FALSE,9,6.75,,Good
1325,000,231,508330,10/14/1872,An Address to the Democracy of Delaware,To the Enemy's of Negro Equality in Delaware from Samuel Townsend,,,,FALSE,8,10,,Fair
1325,000,231,508330,,Delawareans Attend!,Propaganda for Congress candidate Nathaniel B. Smithers,,,,FALSE,11,8.5,,
1325,000,231,508330,11/20/1831,To the Public,Reasons why Charles C. Emory should be Sheriff,,,,FALSE,18,10.75,,"Very Poor, Sections Missing, Moisture Damage"
1325,000,231,508330,09/08/1868,A Few Lines to the Democrats of New Castle County,"By Samuel Townsend, particularly for those who are in favor of Nominations by Ballot",,,,FALSE,12,6.5,,Some dark Spots
1325,000,231,508330,10/20/1862,To the Douglas Democracy of Delaware,"By Samuel Townsend, on upcoming elections (2 Copies)",,,,FALSE,12,6.5,,Yellow Spotting
1325,000,231,508330,10/04/1856,To the Democracy of New Castle County,"By Samuel Townsend, and Central Committee of the Appoquinimink Hundred, voting at County Convention",,,,FALSE,13,8,,"Wrinkling, damaged on right side"
1325,000,231,508330,01/17/1953,City Election,List of Council Candidates endorsed by the Citizens Committee of Dover,,,,FALSE,11,8.5,,Some Dark Spots
1325,000,231,508330,08/29/1828,To the Young Men of Dover!,"Pro Andrew Jackson Propaganda from ""The Voice of 76""",,,,FALSE,9.75,7,,Good
1325,000,231,508330,09/02/1808,Pursuant to Public Notice Given,Meeting of Democratic Republicans creating 5 person committees for each district of town,,,,FALSE,8.75,7.75,,Good
1325,000,231,508330,10/06/1870,Independent Democratic County Meeting,Retrenchment and Reform! (2 copies),,,,FALSE,33,24,,"One copy very poor and in Mylar, the other is better but with folding and water marks"
1325,000,231,508331,1800,A Correct Statement of Facts,"Respecting a bank note, exchanged with Edward Worrell, by Caleb Kendall to an impartial public",,,,FALSE,13,16.25,,Poor
1325,000,231,508332,01/09/1801,Public Sale,"Personal Property, Land, Buildings, and Slaves","Slaves, property, buildings","Joseph Israel, Sheriff",Jesse Higgens,FALSE,13,8,,Good
1325,000,231,508332,c 1800,Notice  On -- the -- day of -- the Subscriber,This broadside contains two blank notices that would have been filled in by hand,,"James Sorden, Collector of Revenue for Kent County",,FALSE,13,8,"W. Black, Printer, Dover, DE","Torn Section bottom left, frayed edges"
1325,000,231,508332,12/05/1938,Constable's Sale,Sale of a Chevrolet Coach,1934 Chevrolet Coach,"Walter S. Cubbage, Constable",E. M. Wallace and William H. Wallace,FALSE,9.5,8.5,,Good
1325,000,231,508332,09/30/1824,Will Be Exposed to Sale,"2 story brick house and kitchen, land for sale",House and land,Orphan's Court,Joshua Wollaston,FALSE,7..5,9,Robert Porter,Good
1325,000,231,508332,12/02/1825,Mills for Rent,"To be let for one or more years, the Grist Merchant Mill and Saw Mill",,,,FALSE,8.75,10.5,,Good
1325,000,231,508332,05/1731,Advertisement,Land and dwelling house being sold along with various belongings,Land and dwelling house,"Thomas Gray, Executioner","John Henzey, Dec'd",FALSE,9.75,6.75,,Good
1325,000,231,508332,02/19/1867,Orphans' Court Sale of Valuable Real Estate,27 acres and 99 acres,2 tracts of land,"John M. Voshell, Mary A. Roberts, Admin.","James Roberts, Dec'd",FALSE,17.5,12,"Times Office, Smyrna",Tear at bottom center
1325,000,231,508332,07/29/1731,Advertisement,"260 acres of land, piece of Marsh, dwelling House, store houses, and some possessions",Building and land,"Thomkaas Gray, Executor","John Henzey, Dec'd",FALSE,8.5,6.5,,Good
1325,000,231,508334,1850's,Circular No. 2,"Written by Samuel Townsend, discusses temperance debate, churches role, biblical defense of liquor",,,,FALSE,10.5,8,,"Some folding, edges slightly torn"
1325,000,231,508335,06/23/1856,Railroad! Change of Time,"New Train schedule for New Castle and Wilmington, New Castle and Frenchtown",,,,FALSE,13,9.5,C. P. Johnson's Steam Power Press,
1325,000,231,508335,1957-1967,An Appeal to the Delaware General Assembly,"""Citizens for Freeways"" urge the Assembly to authorize funds to complete the Freeway Promptly",,,,FALSE,8.5,11,,Good
1325,000,231,508335,02/15/1950,"Bus Express, Dover - Smyrna - Middletown - Wilmington",List of train connections at Wilmington,,,,FALSE,11,8.5,,A few small tears
1325,000,231,508335,,The Deadly Railroad Pass,An article about evils of railroad read at Peninsula Horticultural Society (one original and one photocopy),,,,FALSE,12,10,,One small tear
1325,000,231,508335,05/28/1966,Wilmington and Western R.R.,Delaware's old time steam line scenic trips advertisement,,,,TRUE,14,5.5,,Tear on bottom and top from posting
1325,000,231,508335,07/01/1863,"Philadelphia, Wilmington, and Baltimore Rail Road Co",Market-Car Tariff. Lists locations and produce and coordinating tariffs.  (1 original and 1 photocopy),,,,FALSE,11,8.5,,Good
1325,000,231,508335,10/12/1874,To the Stockholders of the Delaware Rail Road Company,"Meeting scheduled to discuss terms with the Philadelphia, Wilmington, and Baltimore Rail Road Company (3 Copies)",,,,FALSE,12,18.5,,"Very Poor, all 3 in pieces"
1325,000,231,508336,11/27/1773,To the Delaware Pilots,From the Committee of Tarring and Feathering to Capt. Ayres,,,,FALSE,18.5,13,,Good
1325,000,231,508336,1861-1865,Delaware Republican Extra! List of Drafted Men,"List of drafted men from New Castle County, lists both white and colored men, says names were drawn by a young blind man",,,,FALSE,18.5,9,,"Poor, damage from folding"
1325,000,231,508336,ca. 1846,Wanted! More men for Army in Mexico,Recruiting Ad for more Delaware Troops,,,,FALSE,8.75,6,,Some damage at corners
1325,000,231,508336,12/24/1864,Notice!,"The President called for 300,000 men for army meeting to appoint committees to revise division enrollment lists",,,,FALSE,12.5,12.5,The Delawarean,Folding tears and water damage
1325,000,231,508336,c 1864,An Act to Relieve The People of This State from Draft,From House of Representatives,,,,FALSE,11.5,7.75,,Good
1325,000,231,508326,01/12/1849,Auction,Sale of Bed and Kitchen Furniture,Furniture,James Arnolds,,FALSE,4.5,8,,"Slightly frayed edges, writing on the back bleed through"
1325,000,231,508326,09/22/1852,The Twins,"These oxen - twins - look alike, is years and 9 months old, never sick, have won prizes",Oxen,Devondale Farm,,FALSE,9.25,9.25,,Good
1325,000,231,508329,,"To the Honorable, The Legislature of the State of Delaware","Petition of the undersigned citizens of New Castle County, requesting a move of the seat of Justice to a more convenient location",,,,FALSE,13.5,8,,Good
1325,000,231,508330,10/05/1853,Hazletville,"Meeting of Delaware citizens from Dover, Murderkill, Little Creek and Duck Creek Hundreds favorable to the Ratification of the Amended Constitution",,,,FALSE,9,10.5,,Good
1325,000,231,508330,06/25/1868,Criminal Reform,Discussion of the Delaware Association of Criminal Reform,,,,FALSE,12,9,,Good
1325,000,231,508330,,At an Adjourned meeting of the Amicable Conferences of New Castle,Descriptions of resolutions adopted,,,,FALSE,10.25,8.5,,Good
1325,000,231,508332,09/09/1731,Articles of this Vandue,Sale of about 260 acres,Land,"Thomas Gray, executor",,FALSE,11.75,7.5,,Good
1325,000,231,508332,04/10/1865,Register's Order,"All persons having a claim against David C. Wilson must present themselves to his executors by April 10, 1866",,,,FALSE,12.5,9,"C. P. Johnson's Steam Power Press, Wilmington",Good
1325,000,231,508335,06/23/1856,Railroad! Change of Time,"Delaware, New Castle and Wilmington and New Castle and Frenchtown Train Schedule",,,,FALSE,13,9,"C. P. Johnson's Steam Power Press, Wilmington",Good
7140,000,000,338845,03/25/1873,Public Meeting of Town Commissioners,Public meeting at the school to appoint a committee to examine the accounts,,,,FALSE,13.5,11,,"good condition, little acid damage"
9026,000,001,508339,,Peter Stuyvesant's Army Entering Amsterdam,"From a drawing by William Heath of London, satirical drawing of the march with narration under picture",,,,FALSE,10.5,28,Sarony and Major 117 Fulton Street New York,"Damage from folding, many tears"
9026,000,001,508339,,The Fighting Blue Hen,"Reproduction of painting by E. Paul Catts, shows Revolutionary War soldier with blue hens, legend on back of print (2 copies)",,,,TRUE,23.5,19,,Good
9026,000,001,508339,1927,"1797 - ""Old Ironsides"" U. S. Frigate Constitution 1927",Reproduction of painting by Gordon Grant,,,,TRUE,22.5,18.5,U. S. P. and L. Co,Good
9026,000,001,508339,1787,Be It Known James Tilton Esq.,Signed by George Washington certifying his service in the Army and membership in the Society of Cincinnati.  Original and mounted photostat copy.,,,,FALSE,16,22,,Damage on edges
9026,000,001,508339,,"Delaware Troops Leaving the Green, 1776","Reproduction of the mural in DPA research room, includes an artist/mural description (6 copies)",,,,TRUE,4,12,,Good
9026,000,001,508339,c 1974,1975 Annual Report Wilmington Trust,"Reproduction of an oil painting depicting a ""Delaware Blue"" in full uniform of the Delaware Regiment of General Washington's Continental Army",,,,TRUE,11,8.5,,Good
9026,000,001,508339,,Battle of Cowpens,Conflict between Colonels Washington and Tarleton,,,,TRUE,8,11,"Johnson, Fry and Co, Publishers, N. Y.",Good
9026,000,001,508339,,Capture of H. B. M. Sloop of War Frolic 22 Guns Captain Whinyates by the U. S. Sloop of War Wasp 18 Guns Captain Jones,Depicts 2 ships fighting in open water from War of 1812,,,,TRUE,15.25,19,W H Morgan 114 Chestnut Street Philadelphia,Good
9026,000,001,508339,1814,MacDonough's Victory on Lake Champlain,"MacDonough's Victory on Lance Champlain and defeat of the British Army at Plattsburg by General Macomb on September 11, 1814 from the War of 1812",,,,TRUE,20,26,H. Reineagle,Tear to right side
9026,000,001,508339,1898,"Soldier's Memorial, Spanish - American War of 1898","Company G, First Regiment Delaware, Volunteer Infantry, Includes illustrations",,,,FALSE,22,19,"A G Kuck and Co, 108 17th St. Buffalo, N. Y.","Torn on edges, large tear at middle"
9026,000,001,508339,1898,"Soldier's Memorial, Spanish - American War of 1898","Company D, First Regiment Delaware, Volunteer Infantry",,,,FALSE,22,19,"A G Kuck and Co, 108 17th St. Buffalo, N. Y.","Lots of damage, Barrows lamination"
9026,000,001,508339,1916,"Soldier's Memorial, on the Mexican Border, 1916","Men who answered the Nation's Call, Company F, First Delaware Infantry, National Guard, includes photo and illustrations",,,,FALSE,22,18,L. G. Fuller,Lots of spots from mold
9026,000,001,508339,1917,"Roll of Honor, Service in the World War","Roster of Company ""G"" First Delaware Infantry, Has Photographs",,,,TRUE,24,18,"H. N. Stratton; Chattanooga, Tenn.",Water damage
9026,000,001,508339,post 1953,A Tribute to Our War Dead,A list of Delawareans who died in WORLD War II and the Korean War are on a monument of the Delaware Memorial Bridge Plaza,,,,FALSE,25,15.5,,Good
9026,000,001,508339,1944,Scene in a Field,"WWII; Normandy, France; shows a platoon evidently caught by machine gun fire, all of whom appear killed or wounded",,,,FALSE,14,17.75,"62nd Engineer, top Co U. S. Army",Marks from framing tape
9026,000,001,508339,06/10/1944,House at the Crossroads,"WWII; Normandy, France; shows route the battalion followed south, body of 1st Lieutenant Edward B. Tucker being decorated by two French ladies",,,,FALSE,14,17.75,"62nd Engineer, top Co U. S. Army",Marks from framing tape
9026,000,001,508339,1944,Group of Bodies,"WWII; Normandy, France; series of dead bodies, the leading body being Lieutenant Colonel William E. Warfield",,,,FALSE,14,17.75,"62nd Engineer, top Co U. S. Army",Marks from framing tape
9026,000,001,508339,1944,Scene in the Road,"WWII; Normandy, France; about 100 yards to the south from the crossroads.  Two self-propelled German guns, group of American and German dead, Hill 192 in the background",,,,FALSE,14,17.75,"62nd Engineer, top Co U. S. Army",Marks from framing tape
9026,000,001,508340,10/05/1926,Military Order of the Loyal Legion of the United States,Captain Thomas Grier Murphy died in the Civil War and his son Sanford Sayie Murphy was elected a hereditary companion of the Order,,,,FALSE,18,23,,Good
9026,000,001,508340,12/15/1864,The United States Volunteer Service,The President Abraham Lincoln's thanks to private Taylor Allee for 100 days of volunteer service,,,,FALSE,13,15,,Discoloration
9026,000,001,508340,,Delaware Indians Acting as Scouts for the Federal Army in the West,"from Harper's and Leslie's Magazine article ""The Soldier in Our Civil War""",,,,FALSE,11,16.5,,Tears on edges
9026,000,001,508340,,Battle of Bull Run,Print from Fort Delaware Society by Currier and Ives (3 of 3),,,,TRUE,20,27.5,,Frame damaged
9026,000,001,508340,,Capture of Fort Fisher,Print from Fort Delaware Society by Currier and Ives (2 of 3),,,,TRUE,22,29.5,,Frame damaged
9026,000,001,508340,,Storming Fort Wagner,Print from Fort Delaware Society by Currier and Ives (1 of 3),,,,TRUE,22,28,,Frame damaged
9026,000,001,508340,1884,The Three Cardinal Principles of the Grand Army of the Republic,Fraternity - Loyalty - Charity,,,,TRUE,29,21.5,"A. C. Leonard, Lancaster, PA","In Mylar, lots of tears"
9026,000,001,508340,06/15/1906,To all Whom it may Concern Know Ye that Warren Harrington,An Honorable discharge from the Union Army,,,,TRUE,30,22,"The Easel Monument Association, Chicago, Illinois",Some discoloration and tears
9026,000,001,508340,06/15/1897,To all Whom it may Concern Know Ye that James Maull,Civil War soldier's memorial listing the battles he participated in.,,,,TRUE,30,21.5,"The Easel Monument Association, Chicago, Illinois",Some damage to edges
9026,000,001,508340,12/15/1897,To all Whom it may Concern Know Ye that William Castelow,Civil War soldier's memorial listing the battles he participated in.,,,,TRUE,,,"The Easel Monument Association, Chicago, Illinois",Good
9026,000,001,508340,09/15/1897,To all Whom it may Concern Know Ye that John W. Dyer,Civil War soldier's memorial listing the battles he participated in.,,,,TRUE,28,19.75,"The Easel Monument Association, Chicago, Illinois","Border cut off, some water damage"
9026,000,001,508340,12/15/1880,To all Whom it may Concern Know Ye that Captain Evan S. Watson,An Honorable discharge from the Union Army,,,,TRUE,30,22,"The Easel Monument Association, Chicago, Illinois",Large horizontal tears
9026,000,001,508340,12/15/1897,To all Whom it may Concern Know Ye that Samuel P. Roberts,Civil War soldier's memorial listing the battles he participated in.,,,,TRUE,29.5,22,"The Easel Monument Association, Chicago, Illinois",Ripped into 6 pieces
9026,000,001,508340,06/15/1897,To all Whom it may Concern Know Ye that Gilley K. Swain,Civil War soldier's memorial listing the battles he participated in.,,,,TRUE,29.5,21.5,"The Easel Monument Association, Chicago, Illinois",Torn in half
9026,000,001,508340,1865,Army of the Potomac,"Lists positions, principle battles and losses, field of operations, includes illustrations and photos of leaders",,,,TRUE,25,19,,Has tissue paper lamination
9026,000,001,508340,1963,Soldier's Memorial,"Company B, 4th Regiment, Delaware Infantry lists positions and memorandum, includes illustrations",,,,TRUE,21.5,18,,"Discolored, some tears"
9026,000,001,508340,1863,Soldier's Memorial,"Company A, 4th Regiment, Delaware Infantry lists positions and memorandum, includes illustrations",,,,TRUE,22,18,"Ehrgott, Forbriger and Co Lithographers",Good except damage to edges
9026,000,001,508340,1864,Soldier's Memorial,"Company F, 1st Delaware Vet, Vol. Infantry lists positions and memorandum, includes illustrations",,,,TRUE,22,18,V. C. Fuller and Co Baltimore,Rather faded
9026,000,001,508340,1863,United States Military Record,"Company A, 1st Battalion, Delaware Volunteer Cavalry, lists Titles and memorandum, includes illustrations",,,,TRUE,23.5,18,G. Sander and Co Print Baltimore,Lots of tears and discoloration
9026,000,001,508340,1862,The Soldier's Memorial,"Company I, 3rd Regiment, Delaware Volunteers, lists Positions of Men and Their Engagements, includes illustrations",,,,TRUE,18.5,15,Currier and Ives,Dark from damage
9026,000,001,508340,1960,The Blue and The Grey 1861,"A collection of four reproduced woodcuts from the illustrator Tom Mast's work on the Civil War for ""Harpers Weekly,"" reprinted and distributed by the Curtis Paper Company, decorative folder gives history behind the prints",,,,FALSE,13,19,"Curtis Paper Company, Newark DE",Good
9026,000,001,508343,,"Liliaceae, Lilium tigrinum Splenders",Picture of 2 orange flowers with black spots,,,,TRUE,14,10,,Good
9026,000,001,508343,,"Liliaceae Single, Indus Triumph Tulip",Picture of a reddish - pink flower,,,,TRUE,14,10,,Good
9026,000,001,508343,,Camellia King Rosea,Picture of a pink flower,,,,TRUE,12.25,9.25,,Good
9026,000,001,508343,,Mallard Duck,Picture of multiple ducks in and around a pond,,,,TRUE,12.25,9.25,Selmar Hess New York,Good
9026,000,001,508343,,Baltimore Oriole,3 birds building a nest with a riverboat in the background on river,,,,TRUE,12.25,9.25,Selmar Hess New York,Good
9026,000,001,508343,,Woodcock,Picture of 2 woodcocks in the woods,,,,TRUE,12.25,9.25,Selmar Hess New York,Good
9026,000,001,508343,,,"3 Pieces, probably taken from a book, depicting different types of birds living by water",,,,TRUE,14.25,11.25,,"Good, except marks form being taken from a book"
9026,000,001,508343,,,"4 pages, probably taken from a book, illustrating various moths, caterpillars, and butterflies",,,,TRUE,10.5,8,,"Good, in Mylar"
9026,000,001,508343,1938,The largest tree in Delaware,"An original work by ""Leach"", shows large tree with small person beneath it",,,,FALSE,11,14.5,,Some damages to edges
9026,000,001,508343,1964,Robert Furber's Twelve Months of Flowers 1730,"Reproduction of Furber's original prints from 1730 that were used to advertise his seed catalogues, 12 prints plus introduction",,,,TRUE,21,15.5,Penn Prints New York,"Excellent, in original packaging"
9026,000,001,508343,1879,The Wreath of Flowers of 1879,A non professional illustration of a wreath of flowers flanked by doves,,,,TRUE,15.25,11.5,,Some small tears
1540,000,179,508346,1939,"The Flag of the State of Delaware, The Blue Hen's Fighting Cock",Courtesy of the Delaware State Highway Department (2 Copies),,,,TRUE,19,12.5,,Damage from tears and fading
1302,002,044,508347,1977,Blue Hen,"A registered lithograph from the famous Richard Sloan Collector Series of Wild Life Paintings, includes brief history of the State Bird, signed by artist and Governor of Delaware.  Blue Hen.",,,,TRUE,22,28,J. L. Wade,"Good, in original packaging"
9026,000,001,508343,03/06/1860,Explosion of a Steamer on the Delaware,picture of a steamer exploding with people and goods flying about,,,,FALSE,11.25,7,,cut from larger page
9026,000,001,508343,02/03/1877,Breaking the Ice Blockade in the Delaware River,A series of ships trying to get through the ice as bystanders watch on ice (2 copies and article on back),,,,FALSE,16,10.75,Harper's Weekly,Poor
9026,000,001,508343,02/12/1887,Ice on the Delaware,Picture of three ships trying to push through the ice,,,,FALSE,11,15.75,Harper's Weekly,Good
9026,000,001,508343,03/31/1888,"Wrecks After the Great Blizzard in Lewes Harbor, Delaware",Shaws sketches and photographs of many ships after the blizzard (2 Copies) and accompanying article,,,,FALSE,16.5,11.25,Harper's Weekly,"One copy is damaged at the edges, the other is torn in half and in Mylar"
9026,000,001,508343,06/02/1877,The Departure of General Grant for Europe - The Parting in Delaware Bay,Crowds in smaller ships surround a large vessel (The Indiana) from which General Grant waves good bye,,,,FALSE,15.25,10.5,Harper's Weekly,"Some spotting, in Mylar"
9026,000,001,508343,,Kalmar Nyckel 1638 - 1938,"Silhouette of the Ship, signed by artist Henry Lau",,,,FALSE,14,11,,Some spotting
9026,000,001,508343,09/29/1877,"""Croker"" Fishing in the Delaware","Picture of men fishing with nets, has caption describing the scene",,,,FALSE,8,11,Harper's Weekly,Original page cut in half
9026,000,001,508343,04/19/1860,"""Shad"" fishing on the Delaware","Sketches of men net fishing, small article on back",,,,FALSE,11,16.5,Harper's Weekly,Some small tears
9026,000,001,508343,07/05/1856,State of Delaware,"A picture of three men in a boat duck hunting, small article above (3 copies, one has been colored by hand)",,,,FALSE,15,11,Ballov's Pictorial,Fair
9026,000,001,508343,03/11/1882,Duck - Shooting Near the Capes of Delaware,"Various scenes with captions describing duck hunting, article on the back",,,,FALSE,16,10.5,Harper's Weekly,a few small tears
9026,000,001,508343,,Fresh Tomatoes Put Up by Samuel Townsend,Picture of three tomatoes,,,,TRUE,6.5,4.5,Ham's Printer 4th and vine Philadelphia,"Good, probably taken from a can"
9026,000,001,508343,,"Samuel Townsend's Celebrated Canned Peaches Put up by Him Fresh From His Orchards at Townsend, Delaware",Picture of a Peach,,,,TRUE,7,4.75,,Some small tears and fading
9026,000,001,508343,,Fresh Tomatoes,Picture of a single Tomato.  Canning label.,,,,TRUE,4.25,13,,Some small tears from when removed from Can
9026,000,001,508343,04/14/1878,Picking Peaches in Delaware,A sketch of 14 people picking peaches,,,,FALSE,11.25,15.75,Harper's Weekly,"Fair, in Mylar"
9026,000,001,508343,09/04/1874,"Peaches and Pickers, The Peach Season in Delaware",Shows various stages from picking peaches to the purchase of peaches,,,,FALSE,20.5,14,The Daily Graphic,Lots of wrinkles and small tears
9026,000,001,508343,1775,Cluer Wall or Clearwell,Picture of estates in Europe,,,,FALSE,8,11,,Fair
9026,000,001,508343,,E Pluribus Unum,"Picture of the American Eagle from the center of the Great Seal, signed by artist with notes in French on back",,,,FALSE,14,10.5,,Good
9026,000,001,508343,,Silent Night,"Picture of a small town in the distance, all is covered with snow",,,,FALSE,11.5,15,,"Curling on edges, discoloration"
9026,000,001,508343,,,Woman in a chair looking at young child hiding behind a curtain,,,,FALSE,10.5,13.75,,Good
9026,000,001,508343,1730-36,The Going Out in the Morning,Sheet music from George Bickham. The Musical Entertainer London,,,,TRUE,17,11,,Good
9026,000,001,508343,1730-36,On Gallant Moor at Moor Hall,Sheet music from George Bickham. The Musical Entertainer London,,,,TRUE,17,11,,Good
9026,000,001,508343,,"Depart Pour Le Labat, call writing in French",Scene in a witch's home filled with goblins with another witch teaching a young maiden to fly on a broom,,,,FALSE,18,14.5,,Edges very damaged with a lot of discoloration
9026,000,001,508343,,Arrive'e Au Sabat,"2 witches surrounded by a variety of monsters, one digging a hole and the other carrying fire",,,,FALSE,17.5,14.5,,Lots of damage to edges and spotting
9026,000,001,508343,09/22/1894,The Whipping Post in Delaware - Scenes at the Autumnal Whipping for 1894 in New Castle,Features 6 photographs with captions describing the days' events,,,,FALSE,16,11,Leslie's Weekly,Good
9026,000,001,508343,11/18/1876,The Whipping Post and Pillory in Delaware,"A sketch of Georgetown whipping post and pillory, includes a description on the back of persons in the sketch",,,,FALSE,16,10.5,Harper's Weekly,Good
9026,000,001,508343,12/12/1868,"The Whipping Post and Pillory at New Castle, Delaware",Picture of crowd gathered around man being whipped at whipping post with another man in the pillory,,,,FALSE,16,10.75,Harper's Weekly,Some damage to edges
9026,000,001,508343,08/26/1882,"Delaware A ""Relic of Barbarism"" which the State Refuses to Abandon - The Whipping Post at New Castle",Sketch of a man being whipped with two men in the pillories while a crowd watches (2 copies plus page with sketch description,,,,FALSE,16,22,Frank Leslie's Illustrated News Paper,Fair in Mylar
9026,000,001,508349,1989,"Legislative Hall, Dover",Print of Legislative Hall,,,,TRUE,15,23.5,,Excellent
9026,000,001,508349,c 1932,Sketch of Legislative Hall,,,,,TRUE,25.5,34,,Some damage but have been conserved
9026,000,001,508344,c 1802,George Washington,"Black and white sketch of George Washington by Denis A. Volazan, the complete portrait rests in the Old State House",,,,FALSE,32.75,23.75,,"Some scratches and markings, damage to the gold foil trim, matte appears to have been trimmed"
9026,000,001,471809,1996,Woodburn,"Picture of Woodburn, Governor's Mansion with 8 former Governors' Signatures (2 Copies)",,,,TRUE,25,30.5,Woodburn Foundation Committee,Excellent
9026,000,001,481745,1893,"Delaware State Building World's Columbian Exposition, Chicago 1893",Picture of the building with patrons on the grounds,,,,TRUE,23,34,Chicago Fine Art Co,Some damage to edges
9026,000,001,508341,,Unidentified School Building,,,,,TRUE,20.5,29.25,,Some damage to edges
9026,000,001,508341,,,"Work by Robert Shaw, two children walking a path in a forest",,,,FALSE,29.5,22.25,,"Edges curling, lots of foxing damage"
9026,000,001,508341,,Nostalgic Summer by Eric Sloane,Picture of children walking by a large red covered bridge (2 Copies),,,,TRUE,14,25.25,,Good
9026,000,001,508341,,Summer Retreat by Ellis Smith,"Picture of a cabin in the woods, signed by Ellis Smith",,,,TRUE,20,24,E. M. M.,Good
9026,000,001,508341,1869,Second Snow by Ellis Smith,Picture of man walking up to a brick house in the snow,,,,TRUE,17,26,,Good
9026,000,001,508341,,Autumn in Old Williamsburg,"Reproduction of Original watercolor by Milton Hull, depicts large home with  people arriving in carriages (2 Copies)",,,,TRUE,17.5,22.5,"The Baughman Company, Richmond Virginia",Good
