Last Name,First Name,Middle,Prefix/Suffix,Comments,Started Serving,Ended Serving,Elected,GA #,District,County,Party,Office,Position,Ref,Barcode
Melson,Elwood,F.,Jr.,,1955,1956,,118,3,NC,R,State Senator,,,
Melson,Elwood,F.,Jr.,,1957,1958,,119,3,NC,,State Senator,,,0
Melvin,Riley,,,Scharf’s and  History of DE by H Conrad,1903,1905,,,,,,,,,0
Mendenhall,Eli,,,J.C. File appointed vice Mendenhall 43rd Session,1872,1874,,,9,NC,,Wilmington City Council,,RG5100 Box 1,131598
Mendinhall,John,M.,,,1904,1904,,,,NC,,State Senator,,,0
Mendinhall,John,M.,,,1905,1906,,,90,NC,,State Senator,,,
Mendinhall,John,,,,1909,1910,,,,NC,,State Senator,President,,
Mendinhall,John,,,,1911,1912,,,,NC,,State Senator,President,,
Menton,Dennis,J.,,,1871,1873,,,10,NC,,Wilmington City Council,,RG5100 Box 1,131598
Menton,Dennis,J.,,,1879,1886,,,10,NC,,Wilmington City Council,,RG5100 Box 1,131598
Meredith,William,,,,1857,1858,,,,KC,,State Representative,,,
Meredith,Peter,K.,,,1893,1897,,,,,,Insurance Commissioner,,,
Meredith,Samuel,R.,,,1897,1898,,,,KC,,State Senator,,,
Meredith,Samuel,R.,,,1899,1900,,,,KC,,State Senator,,,0
Meredith,John,,,,1904,1905,,,6,KC,,State Representative,,,0
Meredith,Willard,S.,,,1904,1905,,,2,NC,,State Representative,,,
Meredith,Willard,S.,,,1906,1907,,,2,NC,,State Representative,,,
Meredith,John,G.,,,1906,1907,,,6,KC,,State Representative,,,
Meredith,John,,,,1907,1908,,,6,KC,,State Representative,,,0
Merritt,John,,,,1806,1807,,,,NC,,State Representative,,,
Merritt,John,,,Conrad has 1808 only,1808,1808,,,,NC,,State Senator,,"Journal, Conrad p. 264",
Merritt,John,,,,1809,1809,,,,NC,,State Senator,,,0
Merritt,John,,,,1810,1810,,,,NC,,State Senator,,,0
Messick,Miles,,Esq.,,1865,1866,,,,SC,,State Representative,,,
Messick,Miles,,Esq.,,1877,1878,,,,SC,,State Representative,,,
Messick,Samuel,H.,,,1883,1884,,,,SC,,State Representative,,,
Messick,Augustus,F.,,,1886,1893,,,,NC,,Clerk; Wilmington City Council,,RG5100 Box 1,131598
Messick,Augustus,F.,,,1887,1893,,,,NC,,City Clerk; Wilmington,,RG5100 Box 1,131598
Messick,Samuel,J.,,,1903,1904,,,4,SC,,State Representative,,,
Messick,Charles,W.,,,1904,1905,,,4,SC,,State Representative,,,
Messick,Charles,W.,,,1906,1907,,,4,SC,,State Representative,,,
Messick,John,W.,,,1907,1908,,,9,SC,,State Representative,,,
Messick,John,W.,,,1911,1912,,,6,SC,,State Representative,,,
Messick,Coulter,,,,1917,1918,,96,2,SC,R,State Representative,,,
Messick,Charles,W.,,,1929,1930,,102,4,SC,,State Representative,,,
Messick,John,W.,,,1931,1932,,103,6,SC,R,State Representative,,,
Messick,Paul,B.,,,1941,1942,,108,6,NC,D,State Senator,,,
Messick,Paul,B.,,,1943,1944,,109,6,NC,,State Senator,,,0
Messick,Paul,B.,,,1945,1946,,110,6,NC,,State Senator,,,0
Meston,Arthur,,,"History of Delaware 16091888, by T Scharf",1694,1704,,,,,,,,,0
Middleton,Robert,,,,1800,1800,,,,NC,,State Representative,,,
Mifflin,Samuel,,,,1820,1822,,,,KC,,State Representative,,,
Mifflin,Joshua,H.,,,1820,1821,,,,KC,,State Representative,,,
Mifflin,Samuel,,Esq.,,1824,1825,,,,KC,,State Representative,,,
Mikell,Stanley,C.,,,1947,1948,,114,5,KC,R,State Representative,,,
Milbourne,Gove,S.,,,1915,1916,,95,9,KC,D,State Representative,,,
Miller,Joseph,,,,1795,1795,,,,KC,,State Senator,,,
Miller,Joseph,,,,1796,1796,,,,KC,,State Senator,,,0
Miller,Joseph,,,,1797,1797,,,,,,State Senator,,,0
Miller,Jacob,,,,1842,1845,,,5,NC,,Wilmington City Council,,RG5100 Box 1,131598
Miller,Francis,B.F.,,,1882,1888,,,5,NC,,Wilmington City Council,,RG5100 Box 1,131598
Miller,William,H.,,,1904,1905,,,7,NC,,State Representative,,,
Miller,William,H.,,,1906,1907,,,7,NC,,State Representative,,,
Miller,William,H.,,,1909,1910,,,,NC,,State Senator,,,0
Miller,Charles,R,,,1911,,,,,NC,,State Senator,,,
Miller,Charles,R.,,,1911,1912,,,,NC,,State Senator,,,0
Miller,Thomas,W.,,,1914,1916,,,,,,,,,
Miller,Charles,R.,,,1914,1917,,,,NC,R,Governor,,,
Miller,Thomas,W.,,,1914,1915,,,,,,Secretary of State,,Journal,
Miller,Frank,C.,,,1921,1922,,98,6,NC,R,State Representative,,,
Miller,Otto,H.,,,1929,1937,,,9,NC,,Wilmington City Council,,RG5100 Box 1,131598
Miller,Otto,H.,,,1941,1945,,,9,NC,,Wilmington City Council,,RG5100 Box 1,131598
Milligan,John,J.,,,1830,1838,,,,,,,,,
Milligan,John,J.,,,1830,1838,,,,,,US Representative,,Conrad p. 261,0
Millis,James,,,,1795,1795,,,,KC,,State Representative,,,
Millman,Edward,,,1944 Special Session,1943,1944,,109,10,SC,R,State Representative,,,
Mills,Horace,W.,,,1957,1958,,119,4,SC,D,State Representative,,,
Minner,William,M.,,,1909,1910,,,6,KC,,State Representative,,,
Minner,Edgar,,,1932 Special Session,1932,1932,,103,6,KC,D,State Representative,,,
Minner,Edgar,,,1934 Special Session,1933,1934,,104,6,KC,D,State Representative,,,
Minner,Grier,H,,"State Manuels, RR at Archives",1939,1940,,,,,,,,,0
Minner,Ruth,Ann,,,1985,1986,,133,18,KC,,State Senator,,,0
Minner,Ruth,Ann,,,1987,1988,,134,18,KC,,State Senator,,,0
Minner,Ruth,Ann,,,1989,1990,,135,18,KC,,State Senator,,,0
Minner,Ruth,Ann,,,1991,1992,,136,18,KC,,State Senator,,,0
Minner,Ruth,Ann,,,1993,1994,,137,18,SC,,State Senator,,,0
Minuit,Peter,,,,1626,1632,,,,,,Dutch Rule Governor,,Conrad p. 255,0
Minuit,Peter,,,,1638,1641,,,,,,Swedish Rule Govenor,,Conrad p. 256,0
Mitchell,Richard,,,"History of Delaware 16091888, by T Scharf",1684,1685,,,,,,,,,0
Mitchell,George,,,,1794,1794,,,,SC,,State Senator,,,
Mitchell,George,,,,1795,1795,,,,SC,,State Senator,,,0
Mitchell,George,,,,1796,1796,,,,SC,,State Senator,,,0
Mitchell,George,,,Resigned 1798,1798,1798,,,,SC,,State Senator,,,0
Mitchell,Nathaniel,,,,1805,1808,,,,SC,F,Governor,,,
Mitchell,Nathaniel,,,,1808,1809,,,,SC,,State Representative,,,
Mitchell,Nathaniel,,,,1810,1810,,,,SC,,State Senator,,,
Mitchell,Nathaniel,,,,1811,1811,,,,SC,,State Senator,,,0
Mitchell,John,,Esq.,,1815,1817,,,,KC,,State Representative,,,
Mitchell,John,,Esq.,,1819,1819,,,,KC,,State Representative,,,
Mitchell,,,,Replaced Governor Elect Molleston,1820,,,,,,,Governor,,,
Mitchell,Thomas,,,,1885,1887,,,5,NC,,Wilmington City Council,,RG5100 Box 1,131598
Mitchell,Charles,W.,,,1915,1916,,,3,SC,D,State Senator,,,
Mitchell,Charles,W.,,,1917,1918,,96,,SC,,State Senator,Special Session 1918,,0
Mitchell,George,W.,,,1953,1954,,117,7,SC,R,State Representative,,,
M'Kennan,William,,,,1794,1794,,,,NC,,State Representative,,,
M'Kennan,William,,,,1796,1796,,,,NC,,State Representative,,,
Molleston,Henry,,Dr.,,1799,1808,,,,,,Treasurer,,Conrad p. 259,0
Molleston,Henry,,,,1800,1808,,,,KC,,State Representative,,,
Molleston,Henry,,,,1808,1813,,,,,,,,Journal,
Molleston,Henry,,,,1813,,,,,,,,,,
Molleston,Henry,,,Listed in both House and Senate,1814,1816,,,,KC,,State Representative,,,
Molleston,Henry,,Esq.,,1815,1815,,,,KC,,State Senator,,,
Molleston,Henry,,Esq.,,1816,1816,,,,KC,,State Senator,,,0
Molleston,Henry,,Esq.,,1817,1817,,,,KC,,State Senator,,,0
Molleston,Henry,,Esq.,,1818,1818,,,,KC,,State Senator,,,0
Molleston,Henry,,Esq.,,1819,1819,,,,KC,,State Senator,,,0
Molleston,Henry,,,Died as Governor elect,1820,1820,,,,,,Governor,,,
Monaghan,Thomas,M.,,,1899,1903,,,3,NC,,Wilmington City Council,,RG5100 Box 1,131598
Monaghan,Thomas,M.,,May be spelled Monaghan,1901,1902,,,4,NC,,State Representative,,,
Monaghan,John,J.,,,1903,1907,,,,NC,,City Clerk; Wilmington,,RG5100 Box 1,131598
Monaghan,John,J.,,,1903,1907,,,,NC,,Clerk; Wilmington City Council,,RG5100 Box 1,131598
Monaghan,Thomas,M.,,,1903,1904,,,4,NC,,State Representative,,,
Monaghan,Thomas,M.,,,1904,1904,,,,NC,,State Senator,,,0
Monaghan,Thomas,M.,,,1905,1906,,,90,NC,,State Senator,,,
Monaghan,Thomas,M.,,,1909,1910,,,,NC,,State Senator,,,0
Monaghan,Thomas,M,,,1911,1912,,,,NC,,State Senator,President Pro-tem,,
Money,Walter,S.,,,1895,1896,,,,NC,,State Representative,,,
Monro,George,,,,1765,1767,,,,NC,,State Representative,,,
Monro,George,,,,1792,1792,,,,NC,,State Representative,,,
Monro,George,,,,1793,1793,,,,NC,,State Representative,,,
Monro,,,,,1804,,,,,,,State Representative,,,
Montgomery,Thomas,,,,1793,1807,,,,,,State Auditor,,"Journal, Conrad p. 260",
Moody,Frank,,,1 special session 1936,1936,1936,,105,6,NC,D,State Senator,,,
Moody,Frank,,,,1937,1938,,106,6,NC,,State Senator,,,0
Moody,Frank,,,,1939,1940,,107,6,NC,,State Senator,,,0
Moon,Samuel,,,"Deceased; Hattie Phelan was appointed Sept 14, 1967  94th Session",1965,1967,,,8,NC,,Wilmington City Council,,RG5100 Box 1,131598
Mooney,Timothy,J.,,,1913,1914,,,5,NC,,State Representative,,,
Moore,Jacob,,,,1774,1774,,,,,,Attorney General,,,
Moore,William,,,,1792,1792,,,,SC,,State Representative,,,
Moore,Solomon,,,,1808,1809,,,,SC,,State Representative,,,
Moore,Solomon,,,,1811,1812,,,,SC,,State Representative,,,
Moore,Solomon,,,,1814,1814,,,,SC,,State Representative,,,
Moore,Enoch,,,,1840,1843,,,,NC,,Wilmington City Council,,RG5100 Box 1,131598
Moore,Edward,,,,1847,1850,,,2,NC,,Wilmington City Council,,RG5100 Box 1,131598
Moore,James,V.,Esq.,,1855,1856,,,,NC,,State Representative,,,
Moore,Joseph,,,,1857,1858,,,,KC,,State Representative,,,
Moore,William,H.,Esq.,,1859,1860,,,,SC,,State Representative,,,
Moore,Jonathan,,Esq.,,1861,1862,,,,SC,,State Representative,,,
Moore,John,A.,Esq.,,1861,1862,,,,KC,,State Representative,,,
Moore,Jacob,,,,1864,1869,,,,,,Attorney General,,,
Moore,Elias,N.,Esq.,,1865,1866,,,,NC,,State Representative,,,
Moore,John,T.,,,1875,1876,,,,SC,,State Senator,,,
Moore,John,T.,,,1877,1878,,,,SC,,State Senator,Speaker,,
Moore,Edwin,C.,,,1880,1889,,,6,NC,,Wilmington City Council,,RG5100 Box 1,131598
Moore,Abraham,,,,1881,1882,,,,KC,,State Representative,,,
Moore,John,H.,,Moore appointed vice Charles W. Talley 51st Session,1882,1883,,,7,NC,,Wilmington City Council,,RG5100 Box 1,131598
Moore,John,H.,,Moore appointed vice Samuel Speakman,1884,1885,,,7,NC,,Wilmington City Council,,RG5100 Box 1,131598
Moore,Enoch,,,,1885,1886,,,,NC,,State Representative,,,
Moore,David,O.,,,1889,1890,,,,SC,,State Senator,,,
Moore,David,O.,,,1891,1892,,,,SC,,State Senator,,,0
Moore,Charles,L.,,,1895,1896,,,,SC,,State Representative,,,
Moore,John,M. C.,,,1895,1896,,,,SC,,State Senator,,,
Moore,Willilam,T.,,,1897,1898,,,,SC,,State Senator,,,0
Moore,John,M. C.,,,1897,1898,,,,SC,,State Senator,,,0
Moore,William,T.,,,1898,1899,,,,SC,,State Senator,,,
Moore,William,T.,,,1899,1900,,,,SC,,State Senator,,,0
Moore,Thomas,C.,,,1901,1902,,,1,KC,,State Representative,,,
Moore,Thomas,C.,Dr.,,1903,1904,,,,KC,,State Senator,,,
Moore,David,O.,,,1903,1904,,,,SC,,State Senator,,,
Moore,David,O.,,,1905,1906,,,90,SC,,State Senator,,,0
Moore,Thomas,C.,Dr.,,1905,1906,,,90,KC,,State Senator,,,0
Moore,Thomas,C.,Dr.,,1907,1908,,,91,KC,,State Senator,,,0
Moore,Thomas,C.,Dr.,,1909,1910,,,,KC,,State Senator,,,0
Moore,David,O.,,,1909,1913,,,,,,Treasurer,,,
Moore,Alfred,B.,,,1911,1912,,,3,NC,,State Representative,,,
Moore,Victor,A,,,1923,1924,,99,2,SC,D,State Senator,,,
Moore,Charles,A.,,,1929,1930,,102,5,SC,,State Representative,,,
Moore,Warren,T.,,,1935,1937,,,,,,Treasurer,,,
Moore,Jennings,H.,,1 special session 1936,1936,1936,,105,2,SC,,State Senator,,,
Moore,Jennings,H.,,,1937,1938,,106,2,SC,,State Senator,,,0
Moore,Harvey,E.,,,1939,1940,,107,13,NC,D,State Representative,,,
Moore,Jennings,H.,,,1939,1940,,107,2,SC,,State Senator,,,0
Moore,Thomas,E.,,1944 Special Session,1943,1944,,109,8,KC,R,State Representative,,,
Moore,Paul,E.,,,1943,1947,,,3,NC,,Wilmington City Council,,RG5100 Box 1,131598
Moore,Thomas,E.,,,1945,1946,,110,8,KC,R,State Representative,,,
Moore,Harvey,E.,,,1946,1946,,110,13,NC,,State Representative,,,0
Moore,Thomas,E.,,,1946,1946,,110,6,KC,,State Representative,,,0
Moore,Russell,C.,,,1947,1948,,114,8,KC,R,State Representative,,,
Moore,Charles,,Dr.,,1951,1952,,116,4,SC,D,State Representative,,,
Moore,Harvey,E.,,,1953,1954,,117,13,NC,D,State Representative,,,
Moore,Charles,G.,,,1953,1954,,117,2,KC,D,State Senator,,,
Moore,Charles,C.,,,1955,1956,,118,2,KC,,State Senator,President Pro-tem,,0
Moore,Jennings,H.,,,1961,1962,,121,4,SC,D,State Representative,,,
Moore,Charles,F.,,,1965,1967,,,,,,State Auditor,,,
Moore,Howard,,,,1965,1968,,,4,NC,,Wilmington City Council,,RG5100 Box 1,131598
Morford,James,R.,,,1939,1943,,,,,,Attorney General,,,
Morgan,William,W.,Esq.,,1853,1854,,,,SC,,State Representative,,,
Morgan,Henry,H.,,,1889,1890,,,,SC,,State Representative,,,
Morgan,Henry,H.,,,1895,1896,,,,SC,,State Representative,,,
Morgan,Frances,F.,,,1929,1930,,102,2,SC,,State Representative,,,
Morris,James,,,,1793,1793,,,,KC,,State Senator,,,
Morris,William,,,,1796,1796,,,,KC,,State Representative,,,
Morris,William,,,,1797,1797,,,,KC,,State Representative,,,
Morris,James,,,,1812,1812,,,,KC,,State Senator,,,
Morris,James,,,,1813,1813,,,,KC,,State Senator,,,0
Morris,James,,,,1814,1814,,,,KC,,State Senator,,,0
Morris,James,,,,1815,1815,,,,KC,,State Senator,,,0
Morris,William,W.,Esq.,,1824,1824,,,,KC,,State Senator,,,
Morris,William,W.,Esq.,,1825,1826,,,,KC,,State Senator,,,0
Morris,William,W.,Esq.,,1826,1826,,,,KC,,State Senator,,,0
Morris,William,W.,Esq.,,1828,1828,,,,KC,,State Representative,Speaker,,
Morris,William,W.,,,1829,,,,,KC,,State Representative,,,
Morris,William,W.,Dr.,,1847,1848,,,,KC,,State Senator,Speaker,,
Morris,William,W.,Dr.,,1849,1850,,,,KC,,State Senator,Speaker,,0
Morris,William,W.,Esq.,,1871,1872,,,,SC,,State Representative,,,
Morris,William,W.,Esq.,,1877,1878,,,,SC,,State Representative,,,
Morris,Elihu,J.,Esq.,,1891,1892,,,,SC,,State Representative,,,
Morris,Robert,R.,Esq.,,1891,1892,,,,SC,,State Representative,,,
Morris,James,H.,,,1897,1899,,,8,NC,,Wilmington City Council,,RG5100 Box 1,131598
Morris,James,H.,,,1901,1905,,,8,NC,,Wilmington City Council,,RG5100 Box 1,131598
Morris,George,E.,,,1911,1912,,,9,KC,,State Representative,,,
Morrison,David,,,,1808,1808,,,,NC,,State Representative,,,
Morrison,David,,,,1812,1812,,,,NC,,State Representative,,,
Morrison,William,P.,,,1895,1901,,,,NC,,City Clerk; Wilmington,,RG5100 Box 1,131598
Morrison,William,P.,,,1895,1901,,,,NC,,Clerk; Wilmington City Council,,RG5100 Box 1,131598
Morrison,John,W.,,,1903,1904,,,9,NC,,State Representative,,,
Morrison,John,W.,,,1907,1908,,,91,NC,,State Senator,,,
Morrison,Robert,J.,,,1909,1910,,,9,NC,,State Representative,,,
Morrison,John,W.,,,1909,1910,,,,NC,,State Senator,,,0
Mousley,Prince,A.,,,1899,1903,,,9,NC,,Wilmington City Council,,RG5100 Box 1,131598
Mulholland,Harry,S.,,,1943,1944,,109,1,SC,,State Senator,,,0
Mulholland,Harry,S.,,1946 Special Session,1945,1946,,110,1,SC,,State Senator,,,0
Mullen,George,W.,,May be spelled Mullin,1941,1942,,108,4,,R,State Senator,,,
Mullen,George,W.,,,1943,1944,,109,4,,,State Senator,,,0
Mulligan,James,A.,,,1887,1888,,,,NC,,State Representative,,,
Mullin,George,W.,,1936 Special Session,1936,1936,,105,8,NC,,State Representative,,,0
Mullin,George,W.,,,1937,1938,,106,8,NC,,State Representative,,,0
Mullins,George,W.,,,1945,1946,,110,4,NC,,State Senator,,,0
Mulrine,Andrew,A.,,,1919,1920,,97,1,NC,,State Representative,,,
Mulvena,John,J.,,,1919,1920,,97,5,NC,,State Representative,,,
Mulvena,John,J.,,,1919,1923,,,10,NC,,Wilmington City Council,,RG5100 Box 1,131598
Mumford,John,O.,,1936 Special Session,1936,1936,,105,6,SC,,State Representative,,,0
Mumford,John,O.,,,1937,1938,,106,6,SC,,State Representative,,,0
Murphey,Samuel,,,,1830,1830,,,,NC,,State Representative,,,
Murphy,Mark,,,,,2015,,,,,,Department of Education,Secretary,,0
Murphy,William,A.,,Murphy appointed vice Dr. Obed Bailey 45th Session,1875,1876,,,5,NC,,Wilmington City Council,,RG5100 Box 1,131598
Murphy,Charles,D.,,,1917,1918,,96,,KC,D,State Senator,Special Session 1918,,
Murphy,Charles,D.,,,1919,1920,,97,,KC,,State Senator,,,0
Murphy,Charles,D.,,,1921,1922,,98,,KC,,State Senator,,,0
Murphy,Charles,,,,1923,1924,,99,4,KC,D,State Senator,President Pro-tem,,
Murphy,William,R.,,,1955,1963,,,,,,Insurance Commissioner,,,
Murphy,Mark,,,,2012,,,,,,,Secretary of Education,,,0
Murray,Isaac,,,,1873,1875,,,1,NC,,Wilmington City Council,,RG5100 Box 1,131598
Murray,James,,,Resigned in 55th Session,1883,1887,,,10,NC,,Wilmington City Council,,RG5100 Box 1,131598
Murray,James,,,,1891,1893,,,10,NC,,Wilmington City Council,,RG5100 Box 1,131598
Murray,Daniel,B.,,,1904,1905,,,7,KC,,State Representative,,,
Murray,Daniel,B.,,,1906,1907,,,7,KC,,State Representative,,,
Murray,John,J.,,,1919,1923,,,12,NC,,Wilmington City Council,,RG5100 Box 1,131598
Murray,John,J.,,,1921,1923,,,12,NC,,Wilmington City Council,,RG5100 Box 1,131598
Murray,Thomas,P.,,,1961,1962,,121,5,NC,D,State Representative,,,
Murray,Thomas,P.,,,1965,1968,,,10,NC,,Wilmington City Council,,RG5100 Box 1,131598
Murray,Millard,F.,,,1966,1969,,,,,,Sussex County Justice of the Peace,,,
Murray,Victor,H.,,,1968,1971,,,,,,Sussex County Justice of the Peace,,,
Mustard,John,,,,1871,1872,,,,KC,,State Senator,,,
Mustard,John,,,,1873,1874,,,,KC,,State Senator,,,0
Mustard,David,L.,Esq.,,1877,1878,,,,SC,,State Representative,,,
Mustard,David,L.,,,1883,1884,,,,SC,,State Senator,,,
Mustard,David,L.,,,1885,1886,,,,SC,,State Senator,,,0
Mustard,Horace,R.,,,1895,1896,,,,KC,,State Representative,,,
Myers,Orville,B.,,,1961,1962,,121,4,KC,R,State Representative,,,
Nagle,Gerald,J.,,"Nagle was appointed June 30, 1966 to replace the resigned Joseph F. Novak  94th Session",1966,1968,,,11,NC,,Wilmington City Council,,RG5100 Box 1,131598
Nagle,Gerald,J.,,,1969,1972,,,7,NC,,Wilmington City Council,,RG5100 Box 1,131598
Nagle,Gerald,J.,,,1973,1976,,,6,NC,,Wilmington City Council,,RG5100 Box 1,131598
Naudain,,,,,,,,,,,,,,,
Naudain,Elias,,,,1796,1797,,,,NC,,State Representative,,,
Naudain,Arnold,S.,Esq.,,1817,1818,,,,NC,,State Representative,,,
Naudain,Elias,,,,1823,1823,,,,KC,,State Representative,,,
Naudain,Arnold,,Esq.,,1826,1826,,,,NC,,State Representative,Speaker,,
Naudain,Elias,,Esq.,,1826,1826,,,,KC,,State Representative,,,
Naudain,Elias,,,,1828,1828,,,,KC,,State Senator,,,
Naudain,Elias,,,,1829,1829,,,,KC,,State Senator,,,0
Naudain,Elias,,,,1830,1830,,,,KC,,State Senator,,,0
Naudain,Arnold,,,Resigned 1835; Conrad says 1836; January - June,1830,1836,,,,,,US Senator,,"Journal, Conrad p. 261",
Naudain,Elias,,,,1837,1837,,,,KC,,State Senator,,,
Naudain,John,M.,Esq.,,1859,1860,,,,NC,,State Representative,,,
Neal,Joseph,W.,Esq.,,1839,1840,,,,SC,,State Representative,,,
Neal,James,P.,,,1985,1986,,133,10,NC,R,State Senator,,,
Neal,James,P.,,,1987,1988,,134,10,NC,,State Senator,,,0
Neal,James,P.,,,1989,1990,,135,10,NC,,State Senator,,,0
Neal,James,P.,,,1991,1992,,136,10,NC,,State Senator,,,0
Neal,James,P.,,,1993,1994,,137,10,NC,,State Senator,,,0
Nebecker,George,,,,1859,1862,,,2,NC,,Wilmington City Council,,RG5100 Box 1,131598
Nechay,Peter,,,,1955,1956,,118,6,KC,D,State Representative,,,
Nechay,Peter,,,,1957,1958,,119,4,KC,D,State Senator,,,
Nechay,Peter,,,,1959,1960,,120,4,KC,,State Senator,,,0
Needham,Robert,,,,1664,1664,,,,,,,English Rule Governor,Conrad p. 256,0
Needles,David,,Esq.,,1871,1872,,,,KC,,State Representative,,,
Needles,David,,,,1879,1880,,,,KC,,State Representative,,,
Neugebauer,Charles,A.,,1933 Special Session,1933,1934,,104,2,KC,D,State Senator,,,
Neugebauer,Charles,A.,,,1935,1936,,105,2,KC,,State Senator,,,0
Newbold,Daniel,,,,1828,1828,,,,NC,,State Representative,,,
Newnam,Joseph,S.,,,1939,1940,,107,1,KC,D,State Representative,,,
Newton,Albert,O.,,,1851,1852,,,,NC,,State Representative,,,
Newton,Albert,O.,Esq.,,1871,1872,,,,NC,,State Representative,,,
Newton,Oliver,A.,,,1903,1904,,,2,SC,,State Representative,,,
Newton,Oliver,A.,,,1907,1908,,,2,SC,,State Representative,,,
Newton,Oliver,A.,,,1915,1916,,,1,SC,R,State Senator,,,
Newton,Oliver,A.,,,1917,1918,,96,,SC,,State Senator,Special Session 1918,,0
Nichols,Richard,,,,1664,1664,,,,,,,English Rule Governor,Conrad p. 256,0
Nicholson,John,A.,,,1864,1868,,,,,,,,,
Nicholson,John,A.,,,1864,1868,,,,,,US Representative,,Conrad p. 261,0
Nicholson,James,,Esq.,,1877,1878,,,,NC,,State Representative,,,
Nicholson,John,R.,,,1892,1895,,,,,,Attorney General,,,
Nicholson,John,R.,,,1897,,,,,,,Chancellor,,,
Nickerson,William,,Esq.,,1837,1838,,,,KC,,State Representative,,,
Nickerson,William,,Esq.,,1847,1848,,,,KC,,State Representative,,,
Nickerson,Ridgely,,,,1925,1926,,100,15,NC,D,State Representative,,,
Nickle,Harry,C.,,,1929,1930,,102,12,NC,R,State Representative,,,
Nickle,Harry,C.,,,1931,1932,,103,12,NC,R,State Representative,,,
Niedzielski,Marc,P.,,,1984,,,,,,,New Castle County Justice of the Peace,,,
Nivin,David,,,,1823,1823,,,,NC,,State Representative,,,
Noble,P.,H.,,,1921,1922,,98,9,KC,D,State Representative,,,
Norman,Purnal,B.,,,1901,1905,,,,,,Auditor,,Conrad p. 260,0
Norman,Purnal,B.,,,1901,1905,,,,,,State Auditor,,,
Norney,Elwood,R.,,,1887,1888,,,,NC,,State Representative,,,
Norton,William,B.,,,1877,1879,,,8,NC,,Wilmington City Council,,RG5100 Box 1,131598
Norton,William,B.,,,1886,1888,,,8,NC,,Wilmington City Council,,RG5100 Box 1,131598
Novak,Joseph,F.,,"Resigned 94th Session; Gerald J. Nagle appointed to replace Novak June 30,1966",1965,1966,,,11,NC,,Wilmington City Council,,RG5100 Box 1,131598
Nowland,Henry,A.,Esq.,,1875,1876,,,,NC,,State Representative,,,
Noxon,Benjamin,,,,1766,1769,,,,NC,,State Representative,,,
Nunez,"Daniel, Jr.",,,,1768,,,,,SC,,State Representative,,,
Nutter,David,,,,1794,1795,,,,SC,,State Representative,,,
Obara,Frank,J.,,,1943,1947,,,11,NC,,Wilmington City Council,,RG5100 Box 1,131598
Obara,Frank,J.,,,1953,1957,,,,NC,,Wilmington City Council,President 1953-1957,RG5100 Box 1,131598
Oberly,James,B.,,,1895,1901,,,12,NC,,Wilmington City Council,,RG5100 Box 1,131598
Oberly,Charles,M.,,,1985,1995,,,,,,Attorney General,,,
Ocheltree,Robert,,,Journal says 4 year term,1843,1844,,,,NC,,State Senator,,,
Ocheltree,Robert,,,4 year term started 1843,1845,1846,,,,NC,,State Senator,,,0
O'Daniel,William,F.,,,1841,1847,,,2,NC,,Wilmington City  Council,,RG5100 Box 1,131598
O'Day,Edward,F.,,,1899,1900,,,2,KC,,State Representative,,,
O'Day,Alfred,A.,,,1941,1942,,108,2,SC,R,State Representative,,,
O'Donnell,Beth,,,"Appointed Dec 18, 1986 to replace the resigned Joseph G. DiPinto  99th Session",1986,1992,,,8,NC,,Wilmington City Council,,RG5100 Box 1,131598
O'Flinn,Patrick,,,,1807,1807,,,,NC,,State Representative,,,
Oldham,Charles,H.,Esq.,,1859,1860,,,,NC,,State Representative,,,
Oliver,Joseph,G.,,,1820,1821,,,,KC,,State Representative,,,
Oliver,Joseph,G.,,Replaced Brinckloe who died,1828,1828,,,,KC,,State Senator,,,
Oliver,Joseph,G.,,,1829,1829,,,,NC,,State Senator,,,0
Olsen,Nancy,F.,,,1973,1974,,,,,,Chief Clerk of the House,,,0
O'Neal,James,C.,,,1903,1905,,,6,NC,,Wilmington City Council,,RG5100 Box 1,131598
O'Neal,Chester,L.,,,1949,1950,,115,4,SC,D,State Representative,,,
O'Neil,George,,,Vacancy 1899,1893,1899,,,1,NC,,Wilmington City Council,,RG5100 Box 1,131598
Opkyke,William,W.,Jr.,,1959,1960,,120,4,KC,D,State Representative,,,
Orr,Thomas,J.,,,1966,,,,,,,Sussex County Justice of the Peace,,,
Osowski,John,A.,,,1935,1941,,,11,NC,,Wilmington City Council,,RG5100 Box 1,131598
Osowski,John,,,,1947,1957,,,11,NC,,Wilmington City Council,,RG5100 Box 1,131598
Otwell,George,H.,,,1921,1922,,98,5,SC,D,State Representative,,,
Outten,Norman,W.,,1932 Special Session,1932,1932,,103,9,KC,D,State Representative,,,
Outten,Norman,W.,,1934 Special Session,1933,1934,,104,9,KC,D,State Representative,,,
Owens,David,,,,1796,1796,,,,SC,,State Representative,,,
Owens,David,,,,1797,1798,,,,SC,,State Representative,,,
Owens,David,,,,1799,1799,,,,SC,,State Senator,,,
Owens,David,,,,1800,1800,,,,SC,,State Senator,,,0
Owens,David,,,,1801,1801,,,,,,State Senator,,,0
Owens,Charles,,,,1913,1914,,,2,SC,,State Representative,,,
Owens,John,E.,,1932 Special Session,1932,1932,,103,2,SC,D,State Representative,,,
Owens,John,E.,,1934 Special Session,1933,1934,,104,2,SC,D,State Representative,,,
