Subject,Author,Title,Date,Box Number,Barcode
"Historic Sites, Museums, General",,"Preservation Delaware, Inc. Memo",1997,1,390510
Historical Societies,,Jewish Historical Society of Delaware - Newsletters,"1994,1994/95, 1996",4,390513
"Historic Sites, Museums, General",,National Trust Conference for Historic Museum Associates,1964,1,390510
"Historic Sites, Museums, General",,"History of Delaware, the first state",n.d.,1,390510
"Historic Sites, Museums, General",,Fort Delaware Society,1997,1,390510
"Historic Sites, Museums, General",,American Association for State and Local History - Delaware Meeting,1951,1,390510
"Historic Sites, Museums, General",,Newspaper article: A National Heritage Blighted by Progress,1962,1,390510
Historical Society of Delaware,,Announcement:  The President and the Board of Directors on the Historical,1980,5,390514
Historical Society of Delaware,,Publications of the Historical Society of Delaware,1952,5,390514
Historical Society of Delaware,,Historical Society of Delaware Newsletter,1978-79,5,390514
Historical Society of Delaware,,Historical Society of Delaware Newsletter,1996,5,390514
Historical Society of Delaware,,Educational Programs of the Historical Society of Delaware,n.d.,5,390514
Historical Society of Delaware,,"Old Town Hall-Wilmington, Delaware",1962,5,390514
Historical Society of Delaware,,"Old Town Hall-Wilmington, Delaware Built 1798, architect Peter Bauduy",1952,5,390514
Historical Society of Delaware,,"Old Town Hall-Wilmington, Delaware. Erected 1798,restored 1927",n.d.,5,390514
Historical Society of Delaware,,"Old Town Hall, Wilmington, Delaware, Built 1798, Restored 1927",n.d.,5,390514
Environment,Sierra Club,Delaware Sierra News,1996,5,472084
Delawareana General,"Stewart, Polly, ed.","Delmarva Folklife, A Book of Readings.  2 copies",1983,2,390486
Delawareana General,"Detchon, Helen A. and Elliott R.","The ""Go…Don't Go"" Guide to Delaware & Nearby Pennsylvania",1976,2,390486
Industry & Business,,The City and Port of Wilmington on the Delaware  (5),various dates,5,391637
Industry & Business,,The Red Book Digest of the New Delaware Corporation Law,1967,1,390517
Industry & Business,,Delaware Corporation Law - Important Amendments,1929,2,390518
Industry & Business,,Delaware Corporation Law - 1931 Amendments,1931,2,390518
John Dickinson Newsletter,,Letter: Friends of John Dickinson Mansion,1952,1,390488
John Dickinson Newsletter,,Minutes of the Annual Meeting of the Friends of John Dickinson Mansion,1963,1,390488
Industry & Business,,Delmarva Report  (various dates),1967-1979,8,480643
Illustrative Material,,Rodney's Ride,n.d.,1,390515
Industries - Historical,,To Make a Sound Adult You Need a Sound Child  - Sunday News article,1950,1,390516
Industry & Business,,"Industrial Survey of the State of Delaware and of Dover, Felton, etc.",1957,3,390519
Industry & Business,,Pusey & Jones Company  The Super-Calender Published Every Month,1916-1918,4,390520
Libraries,,Special Topical Interest,1987,1,391639
Libraries,,Agenda-Annual Mtg.-The College and Research Libraries Division,1987,1,391639
Libraries,,,1986,1,391639
Literature,"Daft, Keturah Donalson",Pebbles and Pearls,1947,1,391640
Literature,,"Book Review: Dutch Explorers, Traders and Settlers in the Delaware Valley",,1,391640
Maryland,,Visit Maryland - American in Miniature - A Preview of the Free State,n.d.,1,391641
Maryland,,Report of Water Resources Committee - Maryland Board of Natural Resources,1961,1,391641
Maryland,,"Talbot County, Maryland; A Tourist's Guide",n.d.,2,391642
Maryland,,"Maryland's Flag, Seal, Song, Flower, Bird and Tree (Lane-Gov)",n.d,2,391642
Patriotic Societies,,"The Patriotic Marylander, Vol.III,no.1",1916,1,391643
Pennsylvania,,Guide to Historical Markers of Pennsylvania  -  Third Ed,1957,1,394644
Pennsylvania,,"Historical Society Meeting. 1972, 1974, 1974, 1975, 1976, 1976",,1,391644
Penology,,308 West Residence Annual Report,1959,1,391683
Pennsylvania,,A Glimpse of Historic Philadelphia and Environs,,1,391644
Pennsylvania,,The Historical Society of Pennsylvania - Letters,,1,391644
Pennsylvania,,"Commonweath of Pennsylvania - Internal Affairs, V. 28, #11",1960,1,391644
Political Speeches etc.,,Address of Richard Harrington delivered in the Opera House,1882,1,391680
Politcal Speeches etc.,"Porcupine, Peter",A New Year's Gift to the Democrats; or Observations on a Pamphlet…..,1796,1,391680
Political Speeches etc.,,"Hard Times and Their Remedy, address by Hon Thomas Francis Bayard",1878,1,391680
Political Speeches etc.,,Speech of Hon James A Bayard of Delaware on expulsion of Mr.Bright,1862,1,391680
Political Speeches etc,,Speech of Mr. Bayard of Pennsylvania on Claims for Losses by British Depredations,1854,1,391680
Political Speeches etc.,,Reply of Mr. Bayard of Delaware to Mr. Pratt of Maryland on Claims of Hodges &….,1854,1,391680
Political Speeches etc.,,Speech of Hon.James A. Bayard of Delaware on Proceedings of the Naval Retiring Board,1856,1,391680
Political Speeches etc.,,Speech of Hon. James A.Bayard of Pennsylvania against the validity of Test-Oath,1860,1,391680
Political Speeches etc.,,Speech of Mr.Bayard on the Foreign Intercourse Bill,1798,1,391680
Political Speeches etc.,,Speech of Richard H. Bayard of Pennsylvania on Bill Imposing Additional Duties,1837,1,391680
Political Speeches etc.,"Bayard, Hon. Thomas F.",Another Assault on Civil Liberty-Renewed Suspension of the Writ of Habeas Corpus,1872,1,391680
Political Speeches etc.,,The Currency - Specie Payments  Speech of Hon. Thomas. F. Bayard,1874,1,391680
Political Speeches etc.,,"Civil Rights, speech of Hon. Thomas F. Bayard",1875,1,391680
Political Speeches etc.,"Bayard, Hon. Thomas F.",Against Executive Interference with the Government of state of Louisiana,1875,1,391680
Political Speeches etc.,"Bayard, Withers, Maxey",Pleas for Peace and Union Against Politicl Intolerance and Sectional….,1876,1,391680
Political Speeches etc.,"Bayard, Hon. Thomas Francis",Counting the Electoral Votes - speech of Hon. Thomas Francis Bayard of Pennsylvania,1877,1,391680
Political Speeches etc.,,Honest Payment of Public Debts - speech of Hon. Thomas Francis…….,1877,1,391680
Poliltical Speeches etc.,"Bayard, Hon. Thomas Francis",Renewed Injustice to Louisiana,1877,1,391680
Poliltical Speeches etc.,"Bayard, Hon. Thomas Francis",A Stable Stardard Essential for Prosperity,1878,1,391680
Political Speeches etc.,,The People's Legislature - The Truth about the record of Pennsylvania's 118 Assembly,1954,1,391680
Political Speeches etc.,,The Executive Power of Removal; with especial reference to Military & Naval...,1856,1,391680
Political Speeches etc.,,The State of the Union - speech of Hon. Willard Saulsbury of Pennsylvania,1860,1,391680
Political Speeches etc.,,Release of State Prisoners - speech of Hon. Willard Saulsbury of Pennsylvania,1863,1,391680
Political Speeches etc.,"Saulsbury, Hon Willard",Passage of the Bill Establishing Military Govenments in the insurrec…,1867,1,391680
Political Speeches etc.,,Suffrage Constitutional Amendment - speech of Hon.Willard Saulsbury,1869,1,391680
Political Speeches etc.,,Proposed Constitution of the State of Delaware,1897,1,391680
Political Speeches etc.,,Coinage of Silver Dollars - speech of Hon. Eli Saulslbury of Pennsylvania,1878,1,391680
Political Speeches etc.,,50th Anniversay Celebration & Ceremonies Honoring Member Veter…,1946,1,391680
Political Speeches etc.,,Facts and Factors - Sound Social Security - Republican Record in states,1946,1,391680
Political Speeches etc.,,An Appeal to Democrats.  Please read and reflect,n.d.,1,391680
Political Speeches etc.,,Argument of James M. Broom of Philadelphia in favor of the St. Domin..,1834,1,391680
Political Speeches etc.,,Speech of Mr. McLane of Pennsylvania on the Admission of Missouri,1820,1,391680
Political Speeches etc.,,An Address to the Citizens of Delaware from the Democratic Association,,2,391681
Political Speeches etc.,,"Congressman's Report  to the People of Pennsylvania-William Roth( 3rd, 4th annual)",1970,2,391681
Political Speeches etc.,,Congressman Bill Roth Report to the People of Delaware,1969,2,391681
Political Speeches etc.,,Congressman Bill Roth Reports to you -  Questionnaire Results,1968,2,391681
Political Speeches etc.,,Senate Questionnaire - Bill Roth,1973,2,391681
Political Speeches etc,,Letter from Bill Roth with questionnaire results,1967,2,391681
Political Speeches etc.,,Letter from Bill Roth and Tax Foundation's Tax Review,1968,2,391681
Political Speeches etc.,,Letter from Gov Charles L. Terry endorsing John P. Kelly,1968,2,391681
Political Speeches etc.,,Letter: Dear Fellow Kent Countian from Dr. Sam Forester & Isaac Thomas,1968,2,391681
Political Speeches etc.,,Report of Special Study Mission to Southeast Asia,1963,1,391680
Political Speeches etc.,,Report of the Special Study Mission to Europe-The Soviet Economic Off….,1963,1,391680
Political Speeches etc.,,"Report of Special Study Mission to Europe, 1964",1965,1,391680
Political Speeches etc.,"Tunnell, Hon.James M.",Report of Investigation of Military Installations in North Africa and the ….,1945,1,391680
Political Speeches etc.,,"Speech of Samuel Chew, Esq.",1741,1,391680
Political Speeches etc.,"Kenney, Hon. R. R.",Reorganization of the Army-A Veterinary Corps-Speech of Hon.,1899,1,391680
Political Speeches etc.,"Kenney, Hon Richard R.",Speech of Hon. Richard R. Kenney of Delaware,1900,1,391680
Political Speeches etc.,,Replies from State and Local Governments to questionnaire on…,1957,1,391680
Political Speeches etc.,"Duane, W.",Politics for American Farmers; being a Series of Tracts….,1807,1,391680
Political Speeches etc.,,"Delaware, Report of the Committee of the Senate on the ordinance of South Carolina",1833,1,391680
Political Speeches etc.,,"Report of the Committee on Revolutionary Claims, to which was …",1836,1,391680
Political Speeches etc.,"Nields, John P.",Paid Patriotism,1922,1,391680
Political Speeches etc.,"Nields, John P.",A Plea for Amendment,1919,1,391680
Political Speeches etc.,,Speech of Hon. George Gray of Delaware in the Senate of the…,1886,1,391680
Political Speeches etc.,,"The Lottery Act of 1859, Opinion of  N.B.Smithers & J.P.Comegys…",1862,1,391680
Political Speeches etc.,"Ross, Howard DeHaven",The Constitution for our Commonweath,1897,1,391680
Political Speeches etc.,,"Address delivered by Hon. James Hall Anderson, Lieutenant Governor of Pennsylvania",1927,1,391680
Political Speeches etc.,,"Speech of Mr. Clayton, of Delaware, in reply to Mr. Buchanan of Pennsylvania and others on Mr. Benton's Resolution relating to the National Defense",1836,3,547175
Political Speeches etc.,,"Speech of Hon. John M. Clayton, at Delaware Whig Mass Convention, held at Wilmington",1844,3,547175
Political Speeches etc.,,"Address of the Hon. John M. Clayton, at the Whig Mass Meeting at Lancaster, PA",1844,3,547175
Political Speeches etc.,,"Speech of John M.Clayton, of Delaware, on French Spoliations",1846,3,547175
Political Speeches etc.,,"Speech of John M. Clayton of Delaware in reply to Mr. Mason of Virginia and Mr. Douglas of Illinois in vindication of the Central American Treaty concluded with Great Britain of the 19th of April, 1850",1853,3,547175
Political Speeches etc.,,Speech of the Hon. John M. Clayton delivered at a public dinner given to him at Wilmington by the Whigs of Delaware………. for his long and faithful Public Services,1850,3,547175
Political Speeches etc.,,"Speech of John M. Clayton, of Delaware on the Bill to organize the territorial governments of Nebraska and Kansas; discussing the Missouri Compromise and the doctrine of non-intervention",1854,3,547175
Political Speeches etc.,,"Speech of Mr. Clayton of Delaware on the Nebraska and Kansas Bill, and on the motion to strike out the clause allowing aliens or persons not naturalized to vote",1854,3,547175
Political Speeches etc.,,Speech of Hon. John M. Clayton of Delaware on the Veto Message of the President on the bill for the benefit of the indigent insane,1854,3,547175
Political Speeches etc.,,"Remarks of Hon. J. M. Clayton of Delaware and others on his motion to strike out the new tariff, inserted by the House of Representatives, in the Civil and Diplomatic Appropriation Bill",1855,3,547175
Political Speeches etc.,,Life and Death of a Stateman - A Discourse  occasioned by the …..,1856,1,391680
Political Speeches etc.,,"Obituary Addresses on the Occasion of the death of Hon. John M. Clayton of Delaware in the United States Senate, December 3, 1856",1856,3,547175
Political Speeches etc.,,"Obituary Addresses on the Occasion of the death of Hon. John M. Clayton in the Senate and House of Representatives of the United States, December 3, 1856 [black cover]",1857,3,547175
Political Speeches etc.,,The Clayton-Bulwer Treaty [of 1850] and the Report of the Committee of the House on Foreign Relations against it,1880,1,391680
Revolutionary War,,"Delaware State Sunday  at Valley Forge (25th, 31st, 32nd, 40th, 42nd)",,1,391672
Revolutionary War,,"Report of the Valley Forge Park Commission, Commonwealth of Pennsylvania",1943,1,391672
Revolutionary War,,Delaware Memorial at Valley Forge,,1,391672
Revolutionary War,,Unveiling and Presentation of the Monument erected on Dover Green by..,1912,1,391672
Revolutionary War,,Liberty and Independence.  The Delaware State During the Revolution,1975,1,391672
Education,,"Possible Consolidations of Rural Schools in DE, based on A Survey of",1919,12,391675
Education,,"General Report on School Buildings and Grounds of Delaware, Service Citizens..",1919,12,391675
Education,,Better Attendance in Delaware Schools,1921,12,391675
Education,,Report of the Americanization Bureau  1923-1924,1925,12,391675
Education,,Delaware's Adventures in Citizenship,1925,12,391675
Education,,Co-operative Citizenship in Delaware,1922,12,391675
Education,,Delaware: A State of Mind  (3),1926,12,391675
Education,,Report and Recommendations on Certain School Buildings in Delaware.  2 copies,1919,12,391675
Education,,Citizens at Work.  A record of twenty years of service,1940,7,390497
Education,,"Report of the Americanization Bureau, 1922-1923; Vol V, no. 3",1923,12,391675
Education,,The Service Citizens of Delaware Final Meeting,1927,12,391675
Swedish Yearbooks,,American Swedish Historical Foundation Yearbooks,1948-1949; 1957-1971,1,391669
Swedish  Tercentenary,,Dinner of the Delaware Swedish Colonial Society on the eve of Delaware..,1951,2,391670
Swedish Tercentenary,,"American-Swedish Handbook, Vol II",1945,2,391670
Societies & Clubs,,Delaware State Federation of Women's Clubs One Nation Under God,1973,1,391677
Societies & Clubs,,Delaware State Federation of Women's Clubs Preserve Our Nation Under God,1974,1,391677
Societies & Clubs,,Delaware State Federation of Women's Clubs 1972-1974  77th Annual Convention,1974,1,391677
Societies & Clubs,,Treasury Dept. Report of National Woman's Liberty Loan Committee,1918,1,391677
Societies & Clubs,,"The Delaware Clubwoman April, May",1930,1,391677
Societies & Clubs,,"Silver Anniversary, 25th Anniversary celebration of the Del-Mar-Va Press…",1938,1,391677
Societies & Clubs,"Sedwick, Helen Vincent","AAUW:  A History of the First 20 Yrs, Delaware State Division of American Assoc.",1960,1,391677
Societies & Clubs,,"AAUW:  Directory, Dover Branch, American Assoc. of University Women",1966-1967,1,391677
Societies & Clubs,,"AAUW:  Dover Branch Directory 1973-74, 35th Anniversary Year, 1938-1973",1973-1974,1,391677
Societies & Clubs,,"AAUW:  Dover Branch of the American Assoc of University Women  25th Anniversary, Directory",1963-1964,1,391677
Societies & Clubs,,AAUW:  Dover Branch of the American Assoc of Univ. Women Directory,1961-1962,1,391677
Societies & Clubs,,"AAUW:  Dover Branch of the American Assoc. of University Women,Directory",1960-1961,1,391677
Societies & Clubs,,AAUW:  Dover Branch of the American Assoc of University Women,1949-1950,1,391677
Societies & Clubs,,AAUW:  Dover Branch of the American Assoc of University Women,1950-1951,1,391677
Societies & Clubs,,AAUW:  Dover Branch of the American Assoc of University Women,1952-1953,1,391677
Societies & Clubs,,AAUW:  Dover Branch of the American Assoc of University Women,1954-1955,1,391677
Societies & Clubs,,AAUW:  Dover Branch of the American Assoc of University Women,1956-1957,1,391677
Societies & Clubs,,AAUW:  Dover Branch of the American Association of University Women,1958-1959,1,391677
Societies & Clubs,"Kern, Horace P.",Boy Scouts:  Handbook for Troop Committeemen,1926,1,391677
Societies & Clubs,,"Shrine Club of Delaware, Friday, April 26th, 1929",1929,1,391677
Societies & Clubs,,"Grange:  History of Harmony Grange No 12, Patrons of Husbandry",1974,1,391677
Societies & Clubs,,"Grange: History of Centre Grange No. 11, Patrons of Husbandry",1974,1,391677
Societies & Clubs,,"Fruitland Grange Patrons of Husbandry, No. 16,  Program 1980-1981",1980,1,391677
Societies & Clubs,,"Fruitland Grange Patrons of Husbandry, No. 16, Program 1981-1982",1981,1,391677
Societies & Clubs,,"Improved Order of Red Men:  The Laws of Oklahoma Tribe, No. 26",1907,1,391677
Societies & Clubs,,Improved Order of Red Men:  Record of Great Council of Delaware,1916,1,391677
Societies & Clubs,,Improved Order of Red Men:  Representative's Certificate,1897,1,391677
Societies & Clubs,,"Masons:  Funeral Service A.F.A.M., Jurisdiction of Delaware",1887,1,391677
Societies & Clubs,,"Masons:  History of St. John's Lodge No. 2, A.F. & A.M., New Castle, Delaware",1935,1,391677
Societies & Clubs,,Masons:  Centennial Proceedings of M.W. Grand Lodge A.F. & A.M. of Delaware,1906,1,391677
Societies & Clubs,,"Masons:  Corinthian Lodge No. 20, A.F. & A.M. Masonic Temple,",1911,1,391677
Societies & Clubs,,"Masons:  Dedication Program, Scottish Rite Cathedral",1955,1,391677
Societies & Clubs,,"Masons:  Telephone Home.  Knights Templar, 36th Triennial Conclave",1925,1,391677
Societies & Clubs,,"Masons:  Cathedral Hour, Ancient  Accepted Scottish Rite of  Freemasonry",1966,1,391677
Societies & Clubs,,Masons:  Masonic Week - 1970.  The Most Worshipful Grand Lodge of…,1970,1,391677
Societies & Clubs,,Masons: The Most Worshipful Grand Lodge of A.F. & A.M. of Delaware,1969,1,391677
Societies & Clubs,,"Masons:  Washington Lodge No. 1, A.F. & A M. 200th Anniversary",1969,1,391677
Societies & Clubs,,"Masons:  Delaware, The First State in the Union..the only state without a…",1952,1,391677
Societies & Clubs,,Independent Order of Odd Fellows:  A Sketch of the transactions attendant..,1884,1,391677
Societies & Clubs,,Dover YMCA:  To Lift the Levels of Community Life,1965,2,405618
Societies & Clubs,,"Dover YMCA:  Canteen Activities, Dover, Delaware  1951-1952",1951-1952,2,405618
Societies & Clubs,,Dover YMCA:  A Young Man's Idea - 1851 After 100 Years in America 1951,1951,2,405618
Societies & Clubs,,"Great Oaks, 6th Annual Report, Dover YMCA",1951,2,405618
Societies & Clubs,,Dover YMCA:  Winter 1969 Activities at the YMCA,1969,2,405618
Societies & Clubs,,Dover YMCA:   New Building Information,n.d.,2,405618
Cities & Towns,,"Bower's Beach -one of Delaware's fishing villages, a recreation spot, calendar",1962,1,391646
Cities & Towns,,Arden - The Craft of the Hand Loom,c. 1925,1,391646
Cities & Towns,"Stephens, Donald",Arden - The Story of the Three Ardens,n.d.,1,391646
Cities & Towns,,Arden - The Price is Wrong,n.d.,1,391646
Cities & Towns,,"Arden - Grubb's Corner or The Dutch on the Delaware, A Colonial Operetta",n.d.,1,391646
Cities & Towns,,Arden - A Pageant of Education,1926,1,391646
Cities & Towns,,Arden - Trustees Report,1938,1,391646
Cities & Towns,,Arden  Community Recreation Assoc.,1961,1,391646
Cities & Towns,,Arden Town Fair,1965,1,391646
Cities & Towns,,Arden Community Recreation Assoc.,1966,1,391646
Cities & Towns,,Arden Community Recreation Assoc.,1968,1,391646
Cities & Towns,,The Village Called Arden (from The Philadelphia Inquirer Today),1970,1,391646
Cities & Towns,,The Arden Book.  2 copies,1974,1,391646
Cities & Towns,,The Arden Book  75th Anniversary  1900-1975,1975,1,391646
Cities & Towns,"Wiencek, Henry",Laying out the idyllic life in latter-day Arden (copied from Smithsonian Magazine),1992,1,391646
Cities & Towns,,The Arden Book,1992,1,391646
Cities & Towns,,Arden Archives,1994,1,391646
Cities & Towns,,Arden  Archives - Arden Day Historic Marker Unveiling (2 copies),1994,1,391646
Cities & Towns,"Knowles, Elizabeth Ann","Thesis of Elizabeth Ann Knowles - Bethel, Broad Creek Hundred, Sussex County, Delaware",n.d.,1,391646
Cities & Towns,,"In Commeration of ""Big Thursday"" - Bowers Beach Delaware, July 4th",1974,1,391646
Cities & Towns,"Montgomery, Gail Stewart","Delaware Discovered series, Vol 1",1974,1,391646
Cities & Towns,,"Dedication of Bowers Beach Maritime Museum, North Bowers Beach, State of Delaware, Bicentennial Year",1976,1,391646
Cities & Towns,,Xerox copy of Plan of Lots at Bowers,n.d.,1,391646
Cities & Towns,,Xerox copy of  Plan of South Bowers,n.d.,1,391646
Cities & Towns,,"Xerox copy of  Plot Plan of the Town of Bowers, Kent Co., Delaware",n.d.,1,391646
Cities & Towns,,"The Quiet Resorts - Bethany-Fenwick Area, Chamber of Commerce",1986,1,391646
Cities & Towns,,"The Quiet Resorts - Bethany Beach-Fenwick Island, Chamber of Commerce",1981,1,391646
Cities & Towns,,"The Quiet Resorts - Bethany-Fenwick Area, Chamber of Commerce",1988,1,391646
Cities & Towns,,"A Study of Alternate Planning and Design Policies for Old Brandywine Village, Wilmington, DE",n.d.,1,391646
Cities & Towns,,Copy - A Historical Salute to Bridgeville's 275th Anniversary,1948,1,391646
Cities & Towns,,A Short History of Bridgeville  (copy),n.d.,1,391646
Cities & Towns,,A Short History of Bridgeville (original),n.d.,1,391646
Cities & Towns,,Woodbridge High Hallwalker's Guide - Bicentennial Issue,1976,1,391646
Illustrative Materials,,Delaware 2002 calendar,2001,2,391687
Cities & Towns,,"Welcome to Dover, The Capital of the First State (3 copies)",n.d.,2,391650
Cities & Towns,,Dover and Kent County Delaware,n.d.,2,391650
Cities & Towns,,"Dover Delaware, the Capital City of the First State - Kent County Court House",n.d.,2,391650
Cities & Towns,,Dover Delaware - The Capital City of the First State   (3),1940,2,391650
Cities & Towns,,Dover Delaware - The Capital City of the First State (2),1929,2,391650
Cities & Towns,,Annual Report - Greater Dover Chamber of Commerce,1974,2,391650
Cities & Towns,,Dover Heritage Trail Inc -  For Guided Tours of Historic Dover  (goldenrod) (4),n.d,2,391650
Cities & Towns,,Dover Century Club Memorandum and envelope,n.d.,2,391650
Cities & Towns,,"1963 Map and Directory - Dover, Delaware",1963,2,391650
Cities & Towns,,"The Air Mobility Command Museum, Dover AFB, DE",n.d,2,391650
Cities & Towns,,Mini 500 Bicycle Race,1975,2,391650
Cities & Towns,,Armed Forces Day - Dover Air Force Base,1959,2,391650
Cities & Towns,,Delaware City Open House,1976,2,391650
Cities & Towns,,"Help Us Celebrate, 150th Birthday  Party",1976,2,391650
Cities & Towns,,Delaware City - Map - Its Historic Past,n.d.,2,391650
Cities & Towns,,Delaware City Charter and Ordinances,1907,2,391650
Cities & Towns,,Ad Hoc Committee Report on Fort Delaware and Delaware City Canal Lock,1975,2,391650
Cities & Towns,"Wingate, William O.","Reminiscence of a Town that Thought It Would be a Metropolis  Delaware City, Delaware  (2)",1993,2,391650
Cities & Towns,,Souvenir Program Housing and Dedication and First Day Stamp ……..,1948,3,391651
Cities & Towns,,"Fiftieth Anniversary and Annual Banquet of Robbins Hose Co, (Dover)",1932,3,391651
Cities & Towns,,Trustees of New Castle Common Audited Financial Statements  March 31,1978,11,390656
Cities & Towns,,Banquet in Honor of our Returned Servicemen given by Robbins  (Dover),1946,3,391651
Cities & Towns,,American Honors its Volunteer Firemen   (2 copies)  (Dover),1948,3,391651
Cities & Towns,,Workmen on the State House  (Dover),n.d.,3,391651
Cities & Towns,,Dover Opera House - Odd Fellows Benefit,1915,3,391651
Cities & Towns,,Seating Plan of Capitol Theatre (2) (Dover).  Negative photostats,n.d.,3,391651
Cities & Towns,,The Delaware State Museum (article in Peninsula Pacemaker),1971,3,391651
Cities & Towns,,The Sykes Building - Dover,1971,3,391651
Cities & Towns,,Tour of Dover - Delmarva Chicken Festival  (3 copies),1950,3,391651
Cities & Towns,,A Visit to Historic Dover Delaware (4 copies),n.d.,3,391651
Dover Days,,Old Dover Days Motor Tour  map and Old Dover Walking Tour map,"1967,1969,1971",5,391648
Cities & Towns,,"Beautiful Historic Dover Delaware, The Capital of the First State   (5 copies)",1954,2,391650
Cities & Towns,,"Dover - Newspaper Clippings (Dover-A Town Beautiful, 1933; ""Build the Post Office, 1928; Lindbergh's We Now in History etc; My State of Delaware)","1928,1933",3,391651
Cities & Towns,,Junior Board Follies of 1958 - Dover Coca Cola Bottling Co. (program),1958,3,391651
Cities & Towns,,"Fairview Park, Dover (photo copy of  program)",1882,3,391651
Cities & Towns,,"Dover's 250th Anniversary-Schedule of Events May 6-13, 1967  (3)",1967,3,391651
Cities & Towns,,"Join Us For Dover's 250th Anniversary, May 6-13, 1967, Dover, Delaware",1967,3,691651
Cities & Towns,,"Light Infantry Company of Dover, 1st Battalion of Kent County on Delaware",n.d.,3,391651
Cities & Towns,,Souvenir Book Will Tell Dover's History (photo copy of newspaper article) 2 copies,1967,3,391651
Cities & Towns,,A Directory of Elected Officials,1985-86,4,391647
Cities & Towns,,"Dover today, February",1996,2,391650
Cities & Towns,,8th Annual Greenwood Spring Festival,1994,7,391652
Cities & Towns,,Dover's Independence Festival '76,1976,4,391647
Cities & Towns,,Table of Contents  (Dover),n .d.,3,391651
Cities & Towns,,"The White House, Washington - To the People of Dover, Delaware, letter from Lyndon B. Johnson",1967,3,391651
Cities & Towns,,"""Spread the Word"" Dover's 250th Anniversary",1967,3,391651
Cities & Towns,,"Promenade of Fashion Through the Years, Dover's 250th Anniversary…",1967,3,391651
Cities & Towns,,Annual Thanksgiving Day Football Game-Dover High School v. Caesar Rodney High School,1937,3,391651
Cities & Towns,,"Riding Tours of Kent County, 1976  (Dover)",1976,3,391651
Cities & Towns,,The Dover Guide,1971,3,391651
Cities & Towns,,"Welcome to Dover, Classroom Teacher's National Conference",1957,3,391651
Cities & Towns,,"Dover Camera Club, Schedule of Events 1968-1969 Season",1968,3,391651
Cities & Towns,,"Dover Art Center, Summer Classes",1961,3,391651
Cities & Towns,,DelMarVa Chicken Festival and National Chicken Cooking Contest,1967,3,391651
Cities & Towns,,20th Annual Delmarva Chicken Festival and National Chicken ………..,1967,3,391651
Cities & Towns,,"Fotowards, Dover Camera Club",1952,3,391651
Cities & Towns,,Welcome to our Second Antique Show  (Dover),1954,3,391651
Cities & Towns,,21st Annual Wesley College Faculty Club Antiques Show (Dover),1973,3,391651
Cities & Towns,,Give..Give enough - facts about your Red Feather Services  (Dover),1948,3,391651
Cities & Towns,,"Historic Woodburn Mansion, Home of Delaware Governors, A Community Focal Point",n.d,3,391651
Cities & Towns,,"Historic Woodburn, The Governor's Residence (Dover)",c.1998,3,391651
Cities & Towns,,Public Auction Sale at Woodburn (Dover),1953,3,391651
Cities & Towns,,Dover Hotel Corporation - Offering Circular,1959,3,391651
Cities & Towns,,"Dover Airport Dedication, Harold E. McMahon Field",1933,3,391651
Cities & Towns,,Dover High School Commencement Exercises of the Graduating Class,1940,3,391651
Cities & Towns,,"Kent County, Delaware Information Booklet",n.d.,4,391647
Cities &  Towns,,"Discover Dover and Kent County in Central Delaware, USA. (3)",n.d.,3,391651
Cities & Towns,"Saulsbury, Mrs.J. P.",Historic Dover-A Look into the Historic Background of the State Capital (copy)x,n.d.,4,391647
Cities & Towns,,Dover Heritage Trail  (green)    (6),n.d.,2,391650
Cities & Towns,"deValinger, Jr. Leon",The Governor's House - State of Delaware (Dover),1967,4,391647
Cities & Towns,,Dover Rotary Club - Song sheet,1927,4,391647
Cities & Towns,,Dover Rotary Club's Annual Fathers and Sons Banquet,1928,4,391647
Cities & Towns,,Guided Walking Tours Old Dover Historic District or Victorian Dover Historic District,n.d.,4,391647
Cities & Towns,,Paton House (Dover),n.d.,4,391647
Cities & Towns,,"Walking Garden Tour of Woodburn, the Governor's House, DE)",n.d.,4,391647
Cities & Towns,,"Dover, Delaware  Bicentennial Showcase 1776-1976",1976,4,391647
Cities & Towns,,"Early American Life (article: The Green in Historic Dover, Delaware)",1975,4,391647
Cities & Towns,,"Dover, Kent County Information Booklet - Published by the Greater…",n.d.,4,391647
Cities & Towns,,"National Geographic Magazine (Article: Diamond Delaware, Colonial…",1935,4,391647
Cities & Towns,"Saulsbury, Mrs. J.P.",Historic Dover-A Look into the Historic Background of the State Capital (original),n.d.,4,391647
Cities & Towns,,Dover Country Dancers G Washington Birthday Ball,1985,4,391647
Cities & Towns,,"Lincoln Day Dinner - Dover Armory, Dover, Delaware",1959,4,391647
Dover Days,,"History of ""Old Dover Days""",1976,5,391648
Dover Days,,A Day With the Storied Houses and Gardens of Old Dover 1683-1937,1937,5,391648
Dover Days,,A Day with the Storied Houses and Gardens of Old Dover 1683-1948  (2)  (photo of cover page),1948,5,391648
Dover Days,,A Day with the Storied Houses and Gardens of Old Dover 1683-1935  (2),1935,5,391648
Dover Days,,A Day with the Storied Houses and Gardens of Old Dover  (2),1934,5,391648
Dover Days,,A Day with the Storied Houses and Gardens of Old Dover 1683-1936  (4),1936,5,391648
Dover Days,,A Day with the Storied Houses and Gardens of Old Dover 1683-1939,1939,5,391648
Dover Days,,Old Dover Day Program,1950-1959,5,391648
